unique_word_id,word,frequency,posterior_probability
1,the,2121,0.0727466044724928
2,of,877,0.030079571957744546
3,to,808,0.027712992179997255
4,and,793,0.027198518315269583
5,in,658,0.022568253532720538
6,is,390,0.013376320482919467
7,that,314,0.010769652901632598
8,for,280,0.009603512141583207
9,as,231,0.007922897516806146
10,on,218,0.007477020167375497
11,has,212,0.007271230621484428
12,it,203,0.006962546302647825
13,not,181,0.006207984634380574
14,with,179,0.00613938811908355
15,by,168,0.005762107284949925
16,india,167,0.005727809027301413
17,this,145,0.004973247359034161
18,be,139,0.004767457813143092
19,was,130,0.004458773494306489
20,are,128,0.004390176979009466
21,have,124,0.00425298394841542
22,from,123,0.004218685690766909
23,at,119,0.004081492660172863
24,its,98,0.0033612292495541225
25,an,98,0.0033612292495541225
26,but,91,0.0031211414460145426
27,or,88,0.003018246673069008
28,which,82,0.002812457127177939
29,he,79,0.002709562354232405
30,will,78,0.0026752640965838933
31,their,76,0.0026066675812868706
32,government,74,0.0025380710659898475
33,state,74,0.0025380710659898475
34,mr,73,0.002503772808341336
35,also,71,0.0024351762930443135
36,may,70,0.0024008780353958017
37,more,69,0.0023665797777472903
38,new,69,0.0023665797777472903
39,been,68,0.002332281520098779
40,his,65,0.0022293867471532445
41,party,63,0.002160790231856222
42,one,62,0.00212649197420771
43,they,61,0.0020921937165591987
44,defence,61,0.0020921937165591987
45,such,60,0.0020578954589106874
46,congress,59,0.002023597201262176
47,had,59,0.002023597201262176
48,now,56,0.0019207024283166415
49,while,55,0.00188640417066813
50,years,55,0.00188640417066813
51,war,55,0.00188640417066813
52,only,53,0.001817807655371107
53,when,53,0.001817807655371107
54,were,52,0.0017835093977225957
55,who,50,0.0017149128824255728
56,can,50,0.0017149128824255728
57,all,50,0.0017149128824255728
58,economic,50,0.0017149128824255728
59,no,49,0.0016806146247770612
60,bjp,49,0.0016806146247770612
61,than,49,0.0016806146247770612
62,would,48,0.0016463163671285499
63,there,47,0.0016120181094800383
64,these,47,0.0016120181094800383
65,world,46,0.001577719851831527
66,china,46,0.001577719851831527
67,even,45,0.0015434215941830154
68,political,45,0.0015434215941830154
69,over,45,0.0015434215941830154
70,about,45,0.0015434215941830154
71,against,44,0.001509123336534504
72,time,44,0.001509123336534504
73,after,43,0.0014748250788859925
74,what,43,0.0014748250788859925
75,water,43,0.0014748250788859925
76,minister,41,0.0014062285635889696
77,under,41,0.0014062285635889696
78,if,41,0.0014062285635889696
79,tamil,40,0.0013719303059404582
80,through,40,0.0013719303059404582
81,two,39,0.0013376320482919467
82,nadu,39,0.0013376320482919467
83,must,39,0.0013376320482919467
84,most,38,0.0013033337906434353
85,iran,37,0.0012690355329949238
86,people,36,0.0012347372753464124
87,we,36,0.0012347372753464124
88,trump,36,0.0012347372753464124
89,women,35,0.0012004390176979008
90,them,34,0.0011661407600493895
91,states,34,0.0011661407600493895
92,tvk,33,0.001131842502400878
93,vijay,33,0.001131842502400878
94,first,33,0.001131842502400878
95,into,33,0.001131842502400878
96,both,33,0.001131842502400878
97,out,32,0.0010975442447523666
98,other,32,0.0010975442447523666
99,between,32,0.0010975442447523666
100,strategic,31,0.001063245987103855
101,national,31,0.001063245987103855
102,any,29,0.0009946494718068321
103,just,29,0.0009946494718068321
104,said,29,0.0009946494718068321
105,up,28,0.0009603512141583208
106,election,28,0.0009603512141583208
107,year,28,0.0009603512141583208
108,global,28,0.0009603512141583208
109,within,27,0.0009260529565098093
110,so,27,0.0009260529565098093
111,health,27,0.0009260529565098093
112,law,27,0.0009260529565098093
113,education,27,0.0009260529565098093
114,many,26,0.0008917546988612979
115,could,26,0.0008917546988612979
116,because,26,0.0008917546988612979
117,seen,26,0.0008917546988612979
118,made,26,0.0008917546988612979
119,countries,26,0.0008917546988612979
120,across,26,0.0008917546988612979
121,however,26,0.0008917546988612979
122,indian,25,0.0008574564412127864
123,support,24,0.0008231581835642749
124,governor,24,0.0008231581835642749
125,high,24,0.0008231581835642749
126,order,24,0.0008231581835642749
127,politics,24,0.0008231581835642749
128,country,24,0.0008231581835642749
129,opposition,24,0.0008231581835642749
130,youth,24,0.0008231581835642749
131,social,24,0.0008231581835642749
132,parties,23,0.0007888599259157635
133,power,23,0.0007888599259157635
134,some,23,0.0007888599259157635
135,largest,23,0.0007888599259157635
136,how,23,0.0007888599259157635
137,do,23,0.0007888599259157635
138,those,23,0.0007888599259157635
139,president,23,0.0007888599259157635
140,self,23,0.0007888599259157635
141,public,23,0.0007888599259157635
142,much,23,0.0007888599259157635
143,chief,22,0.000754561668267252
144,dmk,22,0.000754561668267252
145,house,22,0.000754561668267252
146,assembly,22,0.000754561668267252
147,elections,22,0.000754561668267252
148,vote,22,0.000754561668267252
149,development,22,0.000754561668267252
150,labour,22,0.000754561668267252
151,does,22,0.000754561668267252
152,south,22,0.000754561668267252
153,co,22,0.000754561668267252
154,data,22,0.000754561668267252
155,case,21,0.0007202634106187406
156,before,21,0.0007202634106187406
157,need,21,0.0007202634106187406
158,system,21,0.0007202634106187406
159,article,21,0.0007202634106187406
160,should,21,0.0007202634106187406
161,since,21,0.0007202634106187406
162,magna,21,0.0007202634106187406
163,change,21,0.0007202634106187406
164,led,20,0.0006859651529702291
165,work,20,0.0006859651529702291
166,him,20,0.0006859651529702291
167,united,20,0.0006859651529702291
168,often,20,0.0006859651529702291
169,kerala,20,0.0006859651529702291
170,whether,20,0.0006859651529702291
171,urban,20,0.0006859651529702291
172,among,20,0.0006859651529702291
